;name;crossing;finishing;heading_accuracy;short_passing;volleys;dribbling;curve;fk_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility;reactions;balance;shot_power;jumping;stamina;strength;long_shots;aggression;interceptions;positioning;vision;penalties;composure;defensive_awareness;standing_tackle;slide_tackle;gk_diving;gk_handling;gk_kicking;gk_positioning;gk_reflexes;best_position;club_position;best_overall_rating;country;team;age
393;Luis Fernando Sinisterra Lucumí;68;77;69;78;74;87;64;48;67;83;92;87;93;77;87;72;89;77;57;72;56;50;75;77;55;77;56;48;47;15;13;9;13;9;SUB;CAM;82;Colombia;Leeds United;23
394;Aaron Ramsdale;15;14;15;54;16;18;17;16;54;35;47;50;53;80;49;64;66;35;59;15;35;24;18;64;25;65;20;16;15;83;77;85;78;84;GK;GK;82;England;Arsenal;24
395;Houssem Aouar;67;67;59;81;68;83;80;72;78;84;72;71;82;76;81;69;65;72;66;71;68;68;72;82;74;78;66;64;58;14;6;11;7;10;CAM;CAM;80;France;Olympique Lyonnais;24
396;Ezequiel Omar Barco;71;68;33;74;53;83;75;69;68;75;91;78;90;70;90;72;33;70;41;74;60;33;70;71;75;80;28;40;39;7;7;5;10;7;LM;CAM;77;Argentina;River Plate;23
397;Owen Wijndal;77;48;60;80;61;76;76;44;74;80;85;84;82;78;80;65;56;85;68;49;78;74;72;77;42;75;73;76;74;8;12;6;9;13;LB;LWB;80;Netherlands;Ajax;22
398;Calvin Stengs;69;61;42;69;71;74;71;62;66;72;73;74;78;70;68;72;52;65;58;67;42;27;69;76;52;69;37;31;30;14;11;7;5;10;RM;CAM;73;Netherlands;Antwerp;23
399;David Raum;88;57;59;73;52;79;81;63;71;77;86;87;77;78;77;64;63;87;76;65;69;74;59;78;49;75;71;75;74;11;8;14;12;6;LB;LWB;81;Germany;RB Leipzig;24
400;久保 建英;63;69;39;74;57;81;68;72;60;79;88;72;86;65;83;65;52;75;46;59;43;29;68;72;61;70;40;43;48;6;7;15;10;10;RS;CAM;75;Japan;Real Sociedad;21
401;Reece James;88;69;75;83;67;83;83;76;78;82;79;83;75;83;88;83;75;83;85;69;77;79;78;82;62;84;81;84;80;8;12;7;13;11;SUB;RWB;84;England;Chelsea;22
402;Éder Gabriel Militão;69;48;82;79;34;70;60;40;76;74;83;88;70;85;62;62;85;86;79;42;84;86;64;59;60;74;85;86;84;11;8;15;12;15;SUB;CB;86;Brazil;Real Madrid;24
403;Callum Hudson-Odoi;77;71;53;76;59;84;73;71;69;81;86;76;84;70;78;67;64;66;58;66;51;44;72;74;55;72;47;51;45;14;13;11;15;5;LW;RM;79;England;Bayer 04 Leverkusen;21
404;Pau Francisco Torres;55;28;85;80;41;64;45;28;78;79;70;76;68;80;52;58;80;80;82;40;79;83;42;67;42;73;84;85;83;11;13;13;13;9;LCB;CB;85;Spain;Villarreal;25
405;Gianluca Cristiano Busio;54;63;58;78;56;72;72;66;72;74;70;64;87;71;92;70;82;80;51;70;64;62;68;74;60;73;60;67;58;15;15;6;12;13;LCM;CAM;75;United States;Venezia;20
406;Cheick Oumar Doucouré;54;56;58;79;48;76;59;47;77;79;66;69;72;78;71;59;66;78;77;56;75;78;67;77;52;77;72;80;74;10;14;12;12;15;CDM;CDM;79;Mali;Crystal Palace;22
407;Ricard Puig Martí;60;63;49;80;56;80;66;51;77;80;68;63;82;73;85;66;55;65;33;68;65;61;64;80;55;77;53;65;53;12;15;14;12;9;LCM;CAM;77;Spain;LA Galaxy;22
408;Enzo Loiodice;43;51;58;77;39;73;67;69;73;76;64;67;71;68;82;69;63;80;57;71;72;67;63;75;58;69;65;71;70;14;9;5;6;15;RCM;CM;75;France;Las Palmas;21
409;Eric García Martret;54;42;77;86;31;64;65;31;80;73;55;68;64;75;56;51;77;65;72;44;76;76;42;68;44;79;77;79;78;11;9;12;11;7;LCB;CDM;79;Spain;FC Barcelona;21
410;Jarrad Branthwaite;30;28;70;68;27;45;24;22;52;62;61;74;44;62;50;46;74;67;71;25;64;67;25;27;32;66;63;72;67;10;9;11;12;10;SUB;CB;70;England;PSV;20
411;Sven Botman;43;24;81;74;27;59;47;28;70;66;54;62;57;78;34;65;77;73;89;37;81;77;45;57;37;74;79;83;80;12;9;8;6;14;LCB;CB;82;Netherlands;Newcastle United;22
412;Adrián Bernabé García;68;67;46;72;56;75;75;65;70;77;80;75;80;61;81;68;51;66;51;61;69;61;63;66;58;73;48;64;49;8;12;9;10;9;RDM;LM;73;Spain;Parma;21
413;Loïc Badé;31;25;72;70;24;58;35;23;59;71;54;59;52;65;41;59;75;67;84;25;71;72;33;57;33;73;72;77;71;7;6;14;7;7;RES;CB;75;France;Nottingham Forest;22
414;Fabricio Díaz Badaracco;53;59;64;73;75;71;59;61;78;70;73;68;74;76;76;72;58;78;53;72;58;68;59;73;57;74;67;75;71;6;11;11;12;6;RCM;CM;74;Uruguay;Liverpool;19
415;Adrien Truffert;77;52;59;72;54;75;66;53;70;74;74;77;71;71;75;63;71;79;65;51;67;72;71;66;54;68;71;77;76;6;6;6;6;8;LB;LWB;77;France;Rennes;20
416;Jeremy Sarmiento;60;62;43;65;52;67;61;55;56;65;83;77;74;55;74;70;34;54;61;54;30;22;64;64;60;68;27;32;30;12;9;13;14;12;RES;CAM;67;Ecuador;Brighton & Hove Albion;20
417;Arijon Ibrahimovic;55;60;57;57;65;62;64;55;46;66;63;56;71;45;70;65;46;41;48;61;48;24;61;59;60;48;19;23;28;12;12;10;10;8;RES;ST;61;Germany;FC Bayern München;16
418;Henrique Pereira Araújo;47;73;72;62;61;66;69;42;48;68;73;68;50;72;67;74;78;68;75;64;59;14;72;61;69;61;21;27;21;8;8;11;9;10;RES;ST;73;Portugal;Benfica;20
419;Mattia Zanotti;68;59;55;69;54;70;69;61;67;62;79;82;79;61;80;58;75;55;58;57;60;59;63;66;62;67;58;62;62;12;5;7;9;13;RES;RM;69;Italy;Inter;19
420;Alejandro Darío Gómez;83;77;38;83;72;84;85;79;78;85;86;83;91;80;93;79;67;73;46;82;58;40;78;85;72;85;48;30;34;8;11;12;9;6;SUB;CAM;84;Argentina;Sevilla;34
421;Radamel Falcao García Zárate;55;78;83;76;77;72;78;70;60;77;55;48;71;78;78;75;87;55;69;73;73;41;81;63;81;79;32;42;19;10;13;6;9;5;ST;ST;76;Colombia;Rayo Vallecano;36
422;Mesut Özil;82;70;51;85;77;78;84;75;80;80;70;68;75;65;74;68;33;40;43;66;44;14;77;82;79;85;16;16;19;6;14;10;6;14;RES;CAM;77;Germany;İstanbul Başakşehir;33
423;Diego da Silva Costa;65;79;78;62;80;73;65;59;52;76;65;67;57;73;53;78;69;65;87;70;90;40;77;72;72;83;51;39;30;11;13;12;8;11;ST;ST;76;Spain;Wolverhampton Wanderers;33
424;Eden Michael Hazard;77;78;61;85;82;89;83;79;81;87;84;82;85;77;89;82;55;74;61;77;54;41;83;84;84;88;34;27;22;11;12;6;8;8;SUB;LW;84;Belgium;Real Madrid;31
425;Pierre-Emerick Emiliano François Aubameyang;72;86;76;78;82;78;80;76;64;82;85;89;77;84;67;83;75;68;74;79;43;48;87;74;82;82;20;29;36;6;9;15;9;9;SUB;ST;84;Gabon;Chelsea;33
426;David Olatukunbo Alaba;83;63;77;89;67;77;77;85;80;85;79;79;76;88;78;82;81;74;78;78;78;87;73;78;79;85;89;84;83;5;7;14;15;9;LCB;CB;86;Austria;Real Madrid;30
427;Harry Kane;80;93;85;84;87;83;82;65;86;84;67;70;68;92;73;92;79;83;83;86;80;44;94;87;92;92;50;36;38;8;10;11;14;11;ST;ST;89;England;Tottenham Hotspur;28
428;Luke Shaw;82;46;76;83;63;78;84;54;72;81;74;77;70;76;78;76;83;72;80;56;85;79;77;80;38;84;79;81;78;10;12;13;7;7;LB;CB;81;England;Manchester United;26
429;Marcos Aoás Corrêa;68;59;88;84;35;69;58;32;85;79;77;81;68;88;66;65;92;82;78;45;81;89;70;76;52;86;90;89;89;6;6;12;10;13;LCB;CB;89;Brazil;Paris Saint Germain;28
430;Nicolás Alejandro Tagliafico;75;57;82;76;44;73;66;40;75;76;79;79;77;81;82;65;88;86;75;46;84;79;69;69;46;76;80;79;80;13;9;10;15;16;LWB;LB;81;Argentina;Olympique Lyonnais;29
431;Pierre-Emile Kordt Højbjerg;68;68;65;84;64;79;70;74;84;80;56;54;65;85;67;85;65;87;78;82;88;83;69;75;56;85;84;85;73;9;7;12;11;11;RCM;CDM;85;Denmark;Tottenham Hotspur;26
432;Breel-Donald Embolo;63;76;71;76;77;77;68;58;70;74;83;85;67;76;70;84;76;79;85;71;78;44;82;72;66;71;40;63;38;13;6;7;7;12;RS;ST;80;Switzerland;Monaco;25
433;Lucas Torreira Di Pascua;71;68;59;82;65;77;70;72;76;80;77;68;85;80;89;80;51;90;68;74;87;80;68;74;48;82;81;80;76;5;5;13;7;9;RCM;CDM;82;Uruguay;Galatasaray;26
434;Mario Barwuah Balotelli;64;80;72;76;78;78;76;80;66;81;67;66;68;62;49;86;72;59;91;80;73;30;74;74;91;80;10;22;20;2;2;2;4;2;CF;ST;77;Italy;Sion;31
435;Christian Dannemann Eriksen;88;72;52;89;80;77;89;87;90;90;63;60;68;81;78;84;49;74;52;85;46;55;75;87;72;88;59;57;22;9;14;7;7;6;RCM;CM;83;Denmark;Manchester United;30
436;Mauro Emanuel Icardi Rivero;47;83;80;75;77;71;70;52;54;75;65;68;61;76;71;80;88;62;72;70;58;24;84;72;79;78;40;27;20;13;9;5;7;9;ST;ST;78;Argentina;Galatasaray;29
437;Josef Alexander Martínez Mencia;53;81;75;67;73;74;68;57;55;76;83;87;88;77;88;84;89;57;74;66;66;20;83;58;79;75;20;20;15;12;14;14;12;8;SUB;ST;78;Venezuela;Atlanta United;29
438;Bryan Cristante;70;68;76;81;70;76;68;62;85;80;55;53;62;76;54;83;71;88;79;77;75;74;76;79;58;78;81;79;72;3;5;3;3;5;RCM;CM;82;Italy;Roma;27
439;Mohamed Salah Ghaly;80;93;59;84;84;90;84;69;77;88;89;90;90;93;91;83;69;87;75;85;63;55;92;85;86;92;38;43;41;14;14;9;11;14;RW;RW;90;Egypt;Liverpool;30
440;Fábio Henrique Tavares;75;63;75;84;47;78;71;53;82;81;62;66;63;86;64;81;75;88;81;70;85;86;70;76;90;85;86;87;85;13;12;6;8;8;CDM;CDM;86;Brazil;Liverpool;28
441;Mike Maignan;18;15;17;57;16;31;38;16;53;40;50;53;41;85;56;64;74;39;78;20;35;25;15;61;15;66;23;16;19;85;82;85;85;89;RES;GK;87;France;Milan;26
442;Enner Remberto Valencia Lastra;67;75;75;68;62;75;73;73;60;72;87;87;83;73;72;81;91;79;77;71;76;42;78;65;78;71;44;48;41;9;12;16;9;8;LS;ST;76;Ecuador;Fenerbahçe;32
443;Leroy Aziz Sané;82;80;72;82;84;86;84;83;70;85;89;89;87;82;81;86;64;70;66;80;63;34;81;81;71;82;36;32;35;8;12;9;9;14;SUB;LM;84;Germany;FC Bayern München;26
444;Gonçalo Manuel Ganchinho Guedes;81;82;75;70;75;84;76;70;69;82;85;87;84;81;75;87;63;72;72;88;64;50;78;76;69;77;24;34;30;9;12;11;9;9;SUB;ST;83;Portugal;Wolverhampton Wanderers;25
445;Presnel Kimpembe;59;33;80;80;33;63;50;32;75;78;79;80;68;80;59;70;79;79;88;37;90;84;47;64;52;79;81;86;84;7;8;14;15;9;SUB;CB;86;France;Paris Saint Germain;26
446;Matty Cash;77;67;49;73;48;75;66;48;71;74;79;81;78;78;74;77;77;87;68;64;82;76;71;67;44;72;77;77;78;15;16;13;13;8;RB;RWB;80;Poland;Aston Villa;24
447;Rodrigo Bentancur Colmán;76;66;62;84;71;85;71;68;82;83;68;70;72;79;75;69;73;86;72;65;78;82;69;80;64;83;79;83;78;8;7;14;14;12;LCM;CM;83;Uruguay;Tottenham Hotspur;25
448;Milan Škriniar;40;42;81;72;40;67;34;30;73;72;75;81;54;86;56;50;85;81;89;30;87;86;30;46;56;87;91;90;82;10;13;12;8;12;RCB;CB;86;Slovakia;Inter;27
449;Luka Jović;67;79;79;72;83;78;77;56;61;80;72;76;73;80;78;82;76;73;78;75;62;23;81;70;66;76;25;26;16;8;7;12;9;13;ST;ST;81;Serbia;Fiorentina;24
450;Xaver Schlager;59;66;44;79;60;76;70;60;77;77;74;62;78;81;77;78;63;85;80;76;85;83;75;78;56;74;75;74;69;6;8;8;12;7;RCM;CDM;81;Austria;RB Leipzig;24
451;Luis Fernando Sinisterra Lucumí;68;77;69;78;74;87;64;48;67;83;92;87;93;77;87;72;89;77;57;72;56;50;75;77;55;77;56;48;47;15;13;9;13;9;SUB;CAM;82;Colombia;Leeds United;23
452;Lincoln Henrique Oliveira dos Santos;78;68;51;77;69;78;81;79;77;76;80;77;85;70;76;74;68;75;63;73;57;46;71;78;68;76;40;50;44;13;12;11;9;9;LM;CAM;78;Brazil;Fenerbahçe;23
453;Houssem Aouar;67;67;59;81;68;83;80;72;78;84;72;71;82;76;81;69;65;72;66;71;68;68;72;82;74;78;66;64;58;14;6;11;7;10;CAM;CAM;80;France;Olympique Lyonnais;24
454;Calvin Stengs;69;61;42;69;71;74;71;62;66;72;73;74;78;70;68;72;52;65;58;67;42;27;69;76;52;69;37;31;30;14;11;7;5;10;RM;CAM;73;Netherlands;Antwerp;23
455;Edward Nketiah;43;76;66;67;70;75;54;38;45;74;85;78;79;76;72;72;73;69;59;60;54;20;76;58;68;68;24;19;15;12;10;11;9;5;SUB;ST;75;England;Arsenal;23
456;Oumar Mickael Solet Bomawoko;31;35;68;74;33;69;35;34;71;68;80;86;68;69;36;64;80;73;89;39;75;74;59;56;42;69;74;74;70;12;14;10;14;15;RCB;CB;77;France;Salzburg;22
457;Jaidon Anthony;73;67;54;72;59;73;68;61;64;74;80;79;71;67;75;63;70;74;64;59;48;21;68;73;62;73;20;26;17;8;9;7;13;15;SUB;RM;74;England;AFC Bournemouth;22
458;Mohamed Amine Ihattaren;75;65;52;70;69;80;74;71;70;81;62;65;71;61;71;70;50;36;70;68;54;34;66;80;68;72;38;42;36;9;9;9;13;6;RES;CAM;74;Netherlands;Ajax;20
459;Jhon Durán;31;64;47;48;38;58;45;27;45;62;79;82;69;50;55;51;71;69;71;45;63;14;60;43;51;53;19;28;22;6;6;10;9;5;SUB;ST;61;Colombia;Chicago Fire;18
460;Leonidas Stergiou;36;27;64;57;28;38;33;29;51;55;80;79;72;70;70;49;87;69;74;25;62;63;29;41;39;53;65;71;68;7;8;11;6;9;RCB;CB;69;Switzerland;St. Gallen;20
461;Mateus Cardoso Lemos Martins;74;75;56;76;55;81;66;70;68;79;80;83;83;74;75;74;65;71;56;69;44;41;71;70;72;77;42;38;27;7;11;5;9;11;SUB;CAM;78;Brazil;Olympique Lyonnais;22
462;Sebastiano Esposito;70;70;64;71;66;73;75;75;70;75;70;70;70;59;67;72;71;63;65;69;45;30;66;65;69;64;24;40;35;15;12;12;10;10;RS;CAM;71;Italy;Anderlecht;19
463;Zakaria Aboukhlal;63;73;48;72;54;73;68;52;62;70;87;85;85;67;76;73;62;80;71;68;67;20;65;69;62;66;53;42;33;10;6;10;5;12;LW;LM;74;Morocco;Toulouse;22
464;Renan Augusto Lodi dos Santos;80;66;70;77;59;79;81;57;75;77;83;83;84;78;82;76;78;84;67;68;78;74;74;73;55;78;73;76;79;12;7;11;10;15;SUB;LWB;80;Brazil;Nottingham Forest;24
465;David Mota Veiga Teixeira Carmo;31;23;74;70;28;45;33;25;70;62;53;54;35;76;32;43;36;65;92;23;80;78;22;53;38;70;80;79;76;10;7;9;14;15;LCB;CB;79;Portugal;Porto;22
466;Sven Botman;43;24;81;74;27;59;47;28;70;66;54;62;57;78;34;65;77;73;89;37;81;77;45;57;37;74;79;83;80;12;9;8;6;14;LCB;CB;82;Netherlands;Newcastle United;22
467;Ladislav Krejčí;56;62;84;75;51;67;55;54;73;71;65;68;57;73;65;76;66;79;86;68;91;74;69;68;61;75;73;74;71;9;5;6;14;6;SUB;CB;78;Czech Republic;Sparta Praha;23
468;Nicolás González Iglesias;62;63;68;82;51;74;50;59;76;75;64;68;64;75;54;66;68;72;82;61;80;75;70;78;54;74;72;76;68;14;14;10;12;7;SUB;CDM;78;Spain;Valencia;20
469;Arijon Ibrahimovic;55;60;57;57;65;62;64;55;46;66;63;56;71;45;70;65;46;41;48;61;48;24;61;59;60;48;19;23;28;12;12;10;10;8;RES;ST;61;Germany;FC Bayern München;16
470;Henrique Pereira Araújo;47;73;72;62;61;66;69;42;48;68;73;68;50;72;67;74;78;68;75;64;59;14;72;61;69;61;21;27;21;8;8;11;9;10;RES;ST;73;Portugal;Benfica;20
471;Andrew Abiola Omobamidele;25;24;68;59;27;55;36;14;55;60;76;72;63;60;52;42;79;65;80;16;67;70;30;46;25;50;70;73;70;8;10;7;8;7;RCB;CB;72;Republic of Ireland;Norwich City;20
472;Miguel Crespo da Silva;66;60;65;76;57;76;73;64;73;73;70;66;77;76;65;72;67;93;77;66;83;78;68;72;65;74;71;76;73;11;8;8;15;8;CM;CDM;78;Portugal;Fenerbahçe;25
473;Raphael Onyedika;51;55;56;73;51;69;56;38;66;71;77;75;67;70;73;57;73;86;75;46;76;74;53;64;48;75;71;70;68;9;5;12;13;11;CDM;CDM;74;Nigeria;Club Brugge;21
474;Gonçalo Esteves;67;38;49;65;39;71;66;43;68;70;75;76;58;73;68;43;67;63;64;30;62;69;65;59;42;60;62;70;66;13;6;11;10;6;SUB;RB;70;Portugal;Estoril;18
475;Conor Bradley;63;50;45;60;32;66;50;27;55;64;78;78;66;63;66;50;55;75;56;48;62;58;62;57;33;60;56;63;59;15;9;10;5;10;RWB;RWB;66;Northern Ireland;Bolton Wanderers;18
476;Linus Gechter;40;26;69;59;37;43;30;35;55;49;61;70;52;63;55;50;70;68;76;28;58;67;28;45;37;58;69;72;68;14;6;8;6;11;SUB;CB;70;Germany;Hertha BSC;18
477;Johan Bakayoko;57;62;58;58;53;72;64;57;55;71;87;86;82;62;63;62;58;67;67;60;28;17;60;62;57;62;23;35;27;7;14;7;6;9;SUB;LM;69;Belgium;PSV;19
478;Rodrigo Duarte Ribeiro;39;70;69;54;44;67;42;35;45;65;71;74;66;66;60;65;70;60;70;60;30;16;63;57;70;66;19;17;15;13;13;12;9;7;RES;ST;68;Portugal;Sporting CP;17
479;Prince Aning;65;35;32;61;37;70;49;35;42;66;84;82;85;57;90;44;72;67;39;28;68;56;57;47;42;52;50;53;55;14;8;13;12;12;SUB;LM;64;Netherlands;Borussia Dortmund II;18
480;David Josué Jiménez Silva;83;70;53;89;81;84;82;77;84;86;69;55;80;82;89;72;58;65;45;71;56;50;84;89;75;90;58;53;29;6;15;7;6;12;CAM;CAM;83;Spain;Real Sociedad;36
481;Dries Mertens;73;82;40;84;70;88;82;82;72;88;82;77;85;80;92;80;58;68;37;82;59;36;82;83;79;81;23;40;40;7;10;8;10;4;CF;CF;84;Belgium;Galatasaray;35
482;Marcelo Vieira da Silva Júnior;83;71;72;79;63;89;84;67;77;90;73;69;78;75;76;81;74;63;69;70;77;76;79;78;59;78;71;77;78;12;5;5;5;9;SUB;CAM;80;Brazil;Real Madrid;33
483;Javier Hernández Balcázar;64;83;78;66;75;73;67;52;56;78;77;67;74;87;79;75;83;71;68;66;59;26;89;68;68;81;21;31;25;14;12;9;12;11;ST;ST;79;Mexico;LA Galaxy;34
484;Thibaut Nicolas Marc Courtois;14;14;13;33;12;13;19;20;35;23;42;52;63;84;45;56;68;38;70;17;23;15;13;44;27;66;20;18;16;84;89;75;89;90;GK;GK;90;Belgium;Real Madrid;30
485;Romelu Lukaku Menama;73;88;87;78;79;82;78;66;70;78;72;86;59;86;52;87;74;67;95;75;71;27;86;75;88;82;30;41;30;8;15;14;7;10;SUB;ST;86;Belgium;Inter;29
486;Jack Grealish;82;76;36;84;72;88;78;74;81;87;78;75;84;81;84;76;32;80;70;79;60;44;81;86;58;88;48;49;43;11;6;11;10;13;LW;LW;84;England;Manchester City;26
487;Leandro Trossard;77;80;65;77;74;82;83;69;74;81;89;76;92;76;85;80;78;76;60;79;47;18;79;77;75;83;30;31;18;14;8;11;7;7;SUB;LM;80;Belgium;Brighton & Hove Albion;27
488;Josef Alexander Martínez Mencia;53;81;75;67;73;74;68;57;55;76;83;87;88;77;88;84;89;57;74;66;66;20;83;58;79;75;20;20;15;12;14;14;12;8;SUB;ST;78;Venezuela;Atlanta United;29
489;Mohamed Salah Ghaly;80;93;59;84;84;90;84;69;77;88;89;90;90;93;91;83;69;87;75;85;63;55;92;85;86;92;38;43;41;14;14;9;11;14;RW;RW;90;Egypt;Liverpool;30
490;Rafael Alexandre Fernandes Ferreira da Silva;78;79;49;77;68;86;81;56;76;85;94;93;90;84;89;77;64;84;40;77;47;58;83;83;59;81;52;47;39;9;11;11;12;8;CF;RW;84;Portugal;Benfica;29
491;James Maddison;83;80;35;85;77;85;86;86;84;87;78;69;86;80;83;83;51;78;53;83;70;44;84;86;74;87;59;65;42;11;14;14;12;14;RM;CAM;85;England;Leicester City;25
492;Guido Rodríguez;59;43;73;81;47;70;49;50;75;76;56;54;47;75;45;80;35;76;79;69;83;85;68;71;53;70;84;86;84;12;11;14;16;6;RDM;CDM;81;Argentina;Real Betis;27
493;Presnel Kimpembe;59;33;80;80;33;63;50;32;75;78;79;80;68;80;59;70;79;79;88;37;90;84;47;64;52;79;81;86;84;7;8;14;15;9;SUB;CB;86;France;Paris Saint Germain;26
494;Steven Charles Bergwijn;76;77;60;79;76;84;79;65;64;82;89;86;79;79;89;84;69;73;76;81;54;34;78;79;68;77;52;36;32;11;14;12;14;13;LW;CAM;83;Netherlands;Ajax;24
495;Federico Dimarco;83;59;69;76;77;76;82;78;77;77;78;77;74;76;84;65;64;78;65;72;68;77;74;67;66;69;74;77;74;9;8;12;7;7;LM;LWB;79;Italy;Inter;24
496;Gianluca Scamacca;44;83;83;76;79;75;69;68;68;81;65;75;63;78;68;81;84;65;85;74;55;26;82;72;68;79;40;28;20;12;10;11;7;12;ST;ST;82;Italy;West Ham United;23
497;Kyle Walker-Peters;78;41;65;73;30;76;56;31;62;78;77;76;74;75;78;45;75;85;64;45;70;72;65;64;32;73;73;79;75;9;8;7;11;12;RB;RB;78;England;Southampton;25
498;Robert Lynch Sánchez;12;14;15;51;15;15;12;14;55;37;45;44;40;73;35;55;73;40;66;16;33;8;12;65;15;64;18;13;15;79;76;73;78;80;SUB;GK;78;Spain;Brighton & Hove Albion;24
499;Franck Yannick Kessié;66;73;68;83;60;78;61;54;75;84;77;79;70;81;77;84;72;93;86;78;84;84;74;76;88;84;85;84;78;9;11;12;12;10;SUB;CDM;85;Côte d'Ivoire;FC Barcelona;25
500;Chiedozie Ogbene;64;63;59;65;59;72;56;57;55;68;92;91;77;68;65;67;69;82;73;61;65;56;66;63;50;61;55;57;57;11;5;11;12;14;RW;RM;72;Republic of Ireland;Rotherham United;25
501;Rodrigo Hernández Cascante;63;64;80;86;59;78;65;61;83;85;54;62;65;82;65;89;72;88;84;82;82;83;75;83;46;85;84;86;78;10;10;7;14;8;CDM;CDM;87;Spain;Manchester City;26
502;Kasper Kaan Özden Kairinen;57;53;48;66;48;63;59;59;64;66;66;63;68;65;69;65;58;74;67;60;52;64;59;64;52;64;62;63;58;14;12;9;9;8;SUB;CM;67;Finland;Lillestrøm;23
503;鎌田 大地;75;72;53;85;66;85;76;68;80;84;82;68;85;80;81;61;67;75;57;67;52;43;81;85;79;83;47;47;40;6;10;11;6;11;LCM;CAM;84;Japan;Eintracht Frankfurt;25
504;Benjamin Anthony Brereton Díaz;64;75;70;68;69;75;68;61;53;73;85;83;77;74;65;75;47;78;80;66;69;36;75;65;71;72;34;44;37;7;12;13;12;13;LS;ST;77;Chile;Blackburn Rovers;23
505;Aaron Ramsdale;15;14;15;54;16;18;17;16;54;35;47;50;53;80;49;64;66;35;59;15;35;24;18;64;25;65;20;16;15;83;77;85;78;84;GK;GK;82;England;Arsenal;24
506;Patrik Schick;64;84;85;78;80;83;78;56;64;85;74;82;83;82;67;82;75;69;83;80;65;25;86;74;61;84;44;24;19;11;15;8;9;14;ST;ST;85;Czech Republic;Bayer 04 Leverkusen;26
507;Eduard Andrés Atuesta Velasco;65;55;49;80;46;76;76;73;76;75;67;60;75;76;80;70;65;79;67;55;69;71;67;76;57;76;70;71;66;15;12;12;12;13;Unknown;CM;76;Colombia;;25
508;Douglas Luiz Soares de Paulo;81;64;62;82;58;76;87;76;83;83;69;65;74;77;74;80;66;76;66;81;74;77;58;79;44;82;75;75;68;12;6;13;10;7;RDM;CM;80;Brazil;Aston Villa;24
509;Abdelhamid Sabiri;65;66;68;72;41;79;77;70;65;77;68;54;77;73;63;77;70;70;67;76;53;51;69;68;57;67;52;59;58;8;6;14;8;12;SUB;CAM;74;Morocco;Sampdoria;25
510;Valentín Mariano José Castellanos Giménez;58;81;74;77;72;75;65;61;61;75;78;78;74;79;67;78;78;88;72;68;81;29;82;74;73;73;43;37;39;15;6;10;12;8;RS;ST;79;Argentina;Girona;23
511;Callum Hudson-Odoi;77;71;53;76;59;84;73;71;69;81;86;76;84;70;78;67;64;66;58;66;51;44;72;74;55;72;47;51;45;14;13;11;15;5;LW;RM;79;England;Bayer 04 Leverkusen;21
512;Mikkel Krogh Damsgaard;63;70;51;73;48;82;66;82;70;80;87;79;88;68;87;71;72;69;56;72;61;45;72;76;47;74;52;46;40;6;10;14;11;7;LW;CAM;78;Denmark;Brentford;21
513;守田 英正;70;71;47;79;30;77;72;47;80;77;69;66;70;78;69;69;59;81;74;70;70;79;76;76;48;71;71;77;71;6;10;13;7;8;LCM;CM;79;Japan;Sporting CP;27
514;Luca Pellegrini;79;46;61;75;57;76;63;39;65;78;82;85;71;70;70;65;58;67;54;60;75;68;68;47;49;69;71;76;73;6;9;11;6;5;LWB;LB;76;Italy;Eintracht Frankfurt;23
515;Nayef Aguerd;48;40;81;76;41;58;55;41;72;75;65;79;58;80;56;69;89;70;76;54;77;81;52;60;48;73;78;83;78;7;15;9;14;6;SUB;CB;82;Morocco;West Ham United;26
516;Jordan Teze;60;44;73;73;27;65;42;41;70;67;78;82;70;76;72;60;84;80;82;50;71;78;56;62;36;76;77;78;76;12;5;14;7;10;SUB;CB;79;Netherlands;PSV;22
517;Jhon Durán;31;64;47;48;38;58;45;27;45;62;79;82;69;50;55;51;71;69;71;45;63;14;60;43;51;53;19;28;22;6;6;10;9;5;SUB;ST;61;Colombia;Chicago Fire;18
518;Brenden Russell Aaronson;64;65;37;72;59;80;67;67;65;77;83;80;85;71;83;68;75;93;50;67;54;52;75;76;63;70;59;60;46;12;13;7;7;13;CAM;CAM;77;United States;Leeds United;21
519;Crysencio Summerville;64;69;41;66;51;76;60;61;47;71;90;88;87;67;82;66;35;68;50;64;34;17;67;61;62;68;40;24;26;9;9;15;11;10;LM;RM;72;Netherlands;Leeds United;20
520;Amad Diallo Traoré;57;68;48;62;54;75;62;60;61;74;88;82;88;64;85;62;58;52;45;59;40;22;72;63;63;66;19;25;22;13;15;8;11;6;RM;CAM;71;Côte d'Ivoire;Sunderland;19
521;Thiago Nicolás Borbas Silva;52;77;66;61;71;63;61;50;51;69;76;83;72;69;73;74;74;78;65;60;34;19;79;46;69;57;15;24;22;12;11;8;8;14;ST;ST;74;Uruguay;River Plate;20
522;Felipe Rodrigues da Silva;34;32;73;65;39;61;26;27;62;65;66;68;41;74;43;49;63;67;88;28;82;70;29;49;44;75;74;76;74;12;12;12;6;6;SUB;CB;76;Brazil;Benfica;21
523;Joshua Orobosa Zirkzee;55;77;58;70;67;76;68;66;45;79;68;69;66;69;60;73;66;63;84;71;43;14;73;70;67;74;20;14;16;6;11;12;8;14;SUB;ST;75;Netherlands;Bologna;21
